2m,4m,6m,mm,,,,,,,,,,
5,8,3,3,3138,,,,,,,,,
6,6,4,3,3138,,,,,,,,,
7,4,5,3,3138,,,,,,,,,
8,2,6,3,3138,,,,,,,,,
9,0,7,3,3138,,,,,,,,,
5,9,1,4,3139,,,,,,,,,
6,7,2,4,3139,,,,,,,,,
7,5,3,4,3139,,,,,,,,,
8,3,4,4,3139,,,,,,,,,
9,1,5,4,3139,,,,,,,,,
6,8,0,5,3140,,,,,,,,,
7,6,1,5,3140,,,,,,,,,
8,4,2,5,3140,,,,,,,,,
9,2,3,5,3140,,,,,,,,,
8,5,0,6,3141,,,,,,,,,
9,3,1,6,3141,,,,,,,,,
0,2,9,6,3142,,,,,,,,,
0,3,7,7,3143,,,,,,,,,
1,1,8,7,3143,,,,,,,,,
0,4,5,8,3144,,,,,,,,,
1,2,6,8,3144,,,,,,,,,
2,0,7,8,3144,,,,,,,,,
8,8,4,0,3144,,,,,,,,,
9,6,5,0,3144,,,,,,,,,
0,5,3,9,3145,,,,,,,,,
1,3,4,9,3145,,,,,,,,,
2,1,5,9,3145,,,,,,,,,
8,9,2,1,3145,,,,,,,,,
9,7,3,1,3145,,,,,,,,,
0,6,1,10,3146,,,,,,,,,
1,4,2,10,3146,,,,,,,,,
2,2,3,10,3146,,,,,,,,,
3,0,4,10,3146,,,,,,,,,
9,8,1,2,3146,,,,,,,,,
0,7,9,2,3147,,,,,,,,,
0,8,7,3,3148,,,,,,,,,
1,6,8,3,3148,,,,,,,,,
2,4,9,3,3148,,,,,,,,,
0,9,5,4,3149,,,,,,,,,
1,7,6,4,3149,,,,,,,,,
2,5,7,4,3149,,,,,,,,,
3,3,8,4,3149,,,,,,,,,
4,1,9,4,3149,,,,,,,,,
1,8,4,5,3150,,,,,,,,,
2,6,5,5,3150,,,,,,,,,
3,4,6,5,3150,,,,,,,,,
4,2,7,5,3150,,,,,,,,,
5,0,8,5,3150,,,,,,,,,
1,9,2,6,3151,,,,,,,,,
2,7,3,6,3151,,,,,,,,,
3,5,4,6,3151,,,,,,,,,
4,3,5,6,3151,,,,,,,,,
5,1,6,6,3151,,,,,,,,,
2,8,1,7,3152,,,,,,,,,
3,6,2,7,3152,,,,,,,,,
4,4,3,7,3152,,,,,,,,,
5,2,4,7,3152,,,,,,,,,
6,0,5,7,3152,,,,,,,,,
3,7,0,8,3153,,,,,,,,,
4,5,1,8,3153,,,,,,,,,
5,3,2,8,3153,,,,,,,,,
6,1,3,8,3153,,,,,,,,,
3,8,8,0,3154,,,,,,,,,
4,6,9,0,3154,,,,,,,,,
5,4,0,9,3154,,,,,,,,,
6,2,1,9,3154,,,,,,,,,
7,0,2,9,3154,,,,,,,,,
3,9,6,1,3155,,,,,,,,,
4,7,7,1,3155,,,,,,,,,
5,5,8,1,3155,,,,,,,,,
6,3,9,1,3155,,,,,,,,,
7,1,0,10,3155,,,,,,,,,
4,8,5,2,3156,,,,,,,,,
5,6,6,2,3156,,,,,,,,,
6,4,7,2,3156,,,,,,,,,
7,2,8,2,3156,,,,,,,,,
8,0,9,2,3156,,,,,,,,,
4,9,3,3,3157,,,,,,,,,
5,7,4,3,3157,,,,,,,,,
6,5,5,3,3157,,,,,,,,,
7,3,6,3,3157,,,,,,,,,
8,1,7,3,3157,,,,,,,,,
5,8,2,4,3158,,,,,,,,,
6,6,3,4,3158,,,,,,,,,
7,4,4,4,3158,,,,,,,,,
8,2,5,4,3158,,,,,,,,,
9,0,6,4,3158,,,,,,,,,
5,9,0,5,3159,,,,,,,,,
6,7,1,5,3159,,,,,,,,,
7,5,2,5,3159,,,,,,,,,
8,3,3,5,3159,,,,,,,,,
9,1,4,5,3159,,,,,,,,,
7,6,0,6,3160,,,,,,,,,
8,4,1,6,3160,,,,,,,,,
9,2,2,6,3160,,,,,,,,,
9,3,0,7,3161,,,,,,,,,
0,2,8,7,3162,,,,,,,,,
1,0,9,7,3162,,,,,,,,,
0,3,6,8,3163,,,,,,,,,
1,1,7,8,3163,,,,,,,,,
7,9,4,0,3163,,,,,,,,,
8,7,5,0,3163,,,,,,,,,
9,5,6,0,3163,,,,,,,,,
0,4,4,9,3164,,,,,,,,,
1,2,5,9,3164,,,,,,,,,
2,0,6,9,3164,,,,,,,,,
8,8,3,1,3164,,,,,,,,,
9,6,4,1,3164,,,,,,,,,
0,5,2,10,3165,,,,,,,,,
1,3,3,10,3165,,,,,,,,,
2,1,4,10,3165,,,,,,,,,
8,9,1,2,3165,,,,,,,,,
9,7,2,2,3165,,,,,,,,,
9,8,0,3,3166,,,,,,,,,
0,7,8,3,3167,,,,,,,,,
1,5,9,3,3167,,,,,,,,,
0,8,6,4,3168,,,,,,,,,
1,6,7,4,3168,,,,,,,,,
2,4,8,4,3168,,,,,,,,,
3,2,9,4,3168,,,,,,,,,
0,9,4,5,3169,,,,,,,,,
1,7,5,5,3169,,,,,,,,,
2,5,6,5,3169,,,,,,,,,
3,3,7,5,3169,,,,,,,,,
4,1,8,5,3169,,,,,,,,,
1,8,3,6,3170,,,,,,,,,
2,6,4,6,3170,,,,,,,,,
3,4,5,6,3170,,,,,,,,,
4,2,6,6,3170,,,,,,,,,
5,0,7,6,3170,,,,,,,,,
1,9,1,7,3171,,,,,,,,,
2,7,2,7,3171,,,,,,,,,
3,5,3,7,3171,,,,,,,,,
4,3,4,7,3171,,,,,,,,,
5,1,5,7,3171,,,,,,,,,
2,8,0,8,3172,,,,,,,,,
3,6,1,8,3172,,,,,,,,,
4,4,2,8,3172,,,,,,,,,
5,2,3,8,3172,,,,,,,,,
6,0,4,8,3172,,,,,,,,,
2,9,8,0,3173,,,,,,,,,
3,7,9,0,3173,,,,,,,,,
4,5,0,9,3173,,,,,,,,,
5,3,1,9,3173,,,,,,,,,
6,1,2,9,3173,,,,,,,,,
3,8,7,1,3174,,,,,,,,,
4,6,8,1,3174,,,,,,,,,
5,4,9,1,3174,,,,,,,,,
6,2,0,10,3174,,,,,,,,,
7,0,1,10,3174,,,,,,,,,
3,9,5,2,3175,,,,,,,,,
4,7,6,2,3175,,,,,,,,,
5,5,7,2,3175,,,,,,,,,
6,3,8,2,3175,,,,,,,,,
7,1,9,2,3175,,,,,,,,,
4,8,4,3,3176,,,,,,,,,
5,6,5,3,3176,,,,,,,,,
6,4,6,3,3176,,,,,,,,,
7,2,7,3,3176,,,,,,,,,
8,0,8,3,3176,,,,,,,,,
4,9,2,4,3177,,,,,,,,,
5,7,3,4,3177,,,,,,,,,
6,5,4,4,3177,,,,,,,,,
7,3,5,4,3177,,,,,,,,,
8,1,6,4,3177,,,,,,,,,
5,8,1,5,3178,,,,,,,,,
6,6,2,5,3178,,,,,,,,,
7,4,3,5,3178,,,,,,,,,
8,2,4,5,3178,,,,,,,,,
9,0,5,5,3178,,,,,,,,,
6,7,0,6,3179,,,,,,,,,
7,5,1,6,3179,,,,,,,,,
8,3,2,6,3179,,,,,,,,,
9,1,3,6,3179,,,,,,,,,
8,4,0,7,3180,,,,,,,,,
9,2,1,7,3180,,,,,,,,,
0,1,9,7,3181,,,,,,,,,
0,2,7,8,3182,,,,,,,,,
1,0,8,8,3182,,,,,,,,,
7,8,5,0,3182,,,,,,,,,
8,6,6,0,3182,,,,,,,,,
9,4,7,0,3182,,,,,,,,,
0,3,5,9,3183,,,,,,,,,
1,1,6,9,3183,,,,,,,,,
7,9,3,1,3183,,,,,,,,,
8,7,4,1,3183,,,,,,,,,
9,5,5,1,3183,,,,,,,,,
0,4,3,10,3184,,,,,,,,,
1,2,4,10,3184,,,,,,,,,
2,0,5,10,3184,,,,,,,,,
8,8,2,2,3184,,,,,,,,,
9,6,3,2,3184,,,,,,,,,
8,9,0,3,3185,,,,,,,,,
9,7,1,3,3185,,,,,,,,,
0,6,9,3,3186,,,,,,,,,
0,7,7,4,3187,,,,,,,,,
1,5,8,4,3187,,,,,,,,,
2,3,9,4,3187,,,,,,,,,
0,8,5,5,3188,,,,,,,,,
1,6,6,5,3188,,,,,,,,,
2,4,7,5,3188,,,,,,,,,
3,2,8,5,3188,,,,,,,,,
4,0,9,5,3188,,,,,,,,,
0,9,3,6,3189,,,,,,,,,
1,7,4,6,3189,,,,,,,,,
2,5,5,6,3189,,,,,,,,,
3,3,6,6,3189,,,,,,,,,
4,1,7,6,3189,,,,,,,,,
1,8,2,7,3190,,,,,,,,,
2,6,3,7,3190,,,,,,,,,
3,4,4,7,3190,,,,,,,,,
4,2,5,7,3190,,,,,,,,,
5,0,6,7,3190,,,,,,,,,
1,9,0,8,3191,,,,,,,,,
2,7,1,8,3191,,,,,,,,,
3,5,2,8,3191,,,,,,,,,
4,3,3,8,3191,,,,,,,,,
5,1,4,8,3191,,,,,,,,,
2,8,9,0,3192,,,,,,,,,
3,6,0,9,3192,,,,,,,,,
4,4,1,9,3192,,,,,,,,,
5,2,2,9,3192,,,,,,,,,
6,0,3,9,3192,,,,,,,,,
2,9,7,1,3193,,,,,,,,,
3,7,8,1,3193,,,,,,,,,
4,5,9,1,3193,,,,,,,,,
5,3,0,10,3193,,,,,,,,,
6,1,1,10,3193,,,,,,,,,
3,8,6,2,3194,,,,,,,,,
4,6,7,2,3194,,,,,,,,,
5,4,8,2,3194,,,,,,,,,
6,2,9,2,3194,,,,,,,,,
3,9,4,3,3195,,,,,,,,,
4,7,5,3,3195,,,,,,,,,
5,5,6,3,3195,,,,,,,,,
6,3,7,3,3195,,,,,,,,,
7,1,8,3,3195,,,,,,,,,
4,8,3,4,3196,,,,,,,,,
5,6,4,4,3196,,,,,,,,,
6,4,5,4,3196,,,,,,,,,
7,2,6,4,3196,,,,,,,,,
8,0,7,4,3196,,,,,,,,,
4,9,1,5,3197,,,,,,,,,
5,7,2,5,3197,,,,,,,,,
6,5,3,5,3197,,,,,,,,,
7,3,4,5,3197,,,,,,,,,
8,1,5,5,3197,,,,,,,,,
5,8,0,6,3198,,,,,,,,,
6,6,1,6,3198,,,,,,,,,
7,4,2,6,3198,,,,,,,,,
8,2,3,6,3198,,,,,,,,,
9,0,4,6,3198,,,,,,,,,
7,5,0,7,3199,,,,,,,,,
8,3,1,7,3199,,,,,,,,,
9,1,2,7,3199,,,,,,,,,
9,2,0,8,3200,,,,,,,,,
0,1,8,8,3201,,,,,,,,,
6,9,5,0,3201,,,,,,,,,
7,7,6,0,3201,,,,,,,,,
8,5,7,0,3201,,,,,,,,,
9,3,8,0,3201,,,,,,,,,
0,2,6,9,3202,,,,,,,,,
1,0,7,9,3202,,,,,,,,,
7,8,4,1,3202,,,,,,,,,
8,6,5,1,3202,,,,,,,,,
9,4,6,1,3202,,,,,,,,,
0,3,4,10,3203,,,,,,,,,
1,1,5,10,3203,,,,,,,,,
7,9,2,2,3203,,,,,,,,,
8,7,3,2,3203,,,,,,,,,
9,5,4,2,3203,,,,,,,,,
8,8,1,3,3204,,,,,,,,,
9,6,2,3,3204,,,,,,,,,
9,7,0,4,3205,,,,,,,,,
0,6,8,4,3206,,,,,,,,,
1,4,9,4,3206,,,,,,,,,
0,7,6,5,3207,,,,,,,,,
1,5,7,5,3207,,,,,,,,,
2,3,8,5,3207,,,,,,,,,
3,1,9,5,3207,,,,,,,,,
0,8,4,6,3208,,,,,,,,,
1,6,5,6,3208,,,,,,,,,
2,4,6,6,3208,,,,,,,,,
3,2,7,6,3208,,,,,,,,,
4,0,8,6,3208,,,,,,,,,
0,9,2,7,3209,,,,,,,,,
1,7,3,7,3209,,,,,,,,,
2,5,4,7,3209,,,,,,,,,
3,3,5,7,3209,,,,,,,,,
4,1,6,7,3209,,,,,,,,,
1,8,1,8,3210,,,,,,,,,
2,6,2,8,3210,,,,,,,,,
3,4,3,8,3210,,,,,,,,,
4,2,4,8,3210,,,,,,,,,
5,0,5,8,3210,,,,,,,,,
1,9,9,0,3211,,,,,,,,,
2,7,0,9,3211,,,,,,,,,
3,5,1,9,3211,,,,,,,,,
4,3,2,9,3211,,,,,,,,,
5,1,3,9,3211,,,,,,,,,
2,8,8,1,3212,,,,,,,,,
3,6,9,1,3212,,,,,,,,,
4,4,0,10,3212,,,,,,,,,
5,2,1,10,3212,,,,,,,,,
6,0,2,10,3212,,,,,,,,,
2,9,6,2,3213,,,,,,,,,
3,7,7,2,3213,,,,,,,,,
4,5,8,2,3213,,,,,,,,,
5,3,9,2,3213,,,,,,,,,
3,8,5,3,3214,,,,,,,,,
4,6,6,3,3214,,,,,,,,,
5,4,7,3,3214,,,,,,,,,
6,2,8,3,3214,,,,,,,,,
7,0,9,3,3214,,,,,,,,,
3,9,3,4,3215,,,,,,,,,
4,7,4,4,3215,,,,,,,,,
5,5,5,4,3215,,,,,,,,,
6,3,6,4,3215,,,,,,,,,
7,1,7,4,3215,,,,,,,,,
4,8,2,5,3216,,,,,,,,,
5,6,3,5,3216,,,,,,,,,
6,4,4,5,3216,,,,,,,,,
7,2,5,5,3216,,,,,,,,,
8,0,6,5,3216,,,,,,,,,
4,9,0,6,3217,,,,,,,,,
5,7,1,6,3217,,,,,,,,,
6,5,2,6,3217,,,,,,,,,
7,3,3,6,3217,,,,,,,,,
8,1,4,6,3217,,,,,,,,,
6,6,0,7,3218,,,,,,,,,
7,4,1,7,3218,,,,,,,,,
8,2,2,7,3218,,,,,,,,,
9,0,3,7,3218,,,,,,,,,
8,3,0,8,3219,,,,,,,,,
9,1,1,8,3219,,,,,,,,,
0,0,9,8,3220,,,,,,,,,
6,8,6,0,3220,,,,,,,,,
7,6,7,0,3220,,,,,,,,,
8,4,8,0,3220,,,,,,,,,
9,2,9,0,3220,,,,,,,,,
0,1,7,9,3221,,,,,,,,,
6,9,4,1,3221,,,,,,,,,
7,7,5,1,3221,,,,,,,,,
8,5,6,1,3221,,,,,,,,,
9,3,7,1,3221,,,,,,,,,
0,2,5,10,3222,,,,,,,,,
1,0,6,10,3222,,,,,,,,,
7,8,3,2,3222,,,,,,,,,
8,6,4,2,3222,,,,,,,,,
9,4,5,2,3222,,,,,,,,,
7,9,1,3,3223,,,,,,,,,
8,7,2,3,3223,,,,,,,,,
9,5,3,3,3223,,,,,,,,,
8,8,0,4,3224,,,,,,,,,
9,6,1,4,3224,,,,,,,,,
0,5,9,4,3225,,,,,,,,,
0,6,7,5,3226,,,,,,,,,
1,4,8,5,3226,,,,,,,,,
2,2,9,5,3226,,,,,,,,,
0,7,5,6,3227,,,,,,,,,
1,5,6,6,3227,,,,,,,,,
2,3,7,6,3227,,,,,,,,,
3,1,8,6,3227,,,,,,,,,
0,8,3,7,3228,,,,,,,,,
1,6,4,7,3228,,,,,,,,,
2,4,5,7,3228,,,,,,,,,
3,2,6,7,3228,,,,,,,,,
4,0,7,7,3228,,,,,,,,,
0,9,1,8,3229,,,,,,,,,
1,7,2,8,3229,,,,,,,,,
2,5,3,8,3229,,,,,,,,,
3,3,4,8,3229,,,,,,,,,
4,1,5,8,3229,,,,,,,,,
1,8,0,9,3230,,,,,,,,,
2,6,1,9,3230,,,,,,,,,
3,4,2,9,3230,,,,,,,,,
4,2,3,9,3230,,,,,,,,,
5,0,4,9,3230,,,,,,,,,
1,9,8,1,3231,,,,,,,,,
2,7,9,1,3231,,,,,,,,,
3,5,0,10,3231,,,,,,,,,
4,3,1,10,3231,,,,,,,,,
5,1,2,10,3231,,,,,,,,,
2,8,7,2,3232,,,,,,,,,
3,6,8,2,3232,,,,,,,,,
4,4,9,2,3232,,,,,,,,,
2,9,5,3,3233,,,,,,,,,
3,7,6,3,3233,,,,,,,,,
4,5,7,3,3233,,,,,,,,,
5,3,8,3,3233,,,,,,,,,
6,1,9,3,3233,,,,,,,,,
3,8,4,4,3234,,,,,,,,,
4,6,5,4,3234,,,,,,,,,
5,4,6,4,3234,,,,,,,,,
6,2,7,4,3234,,,,,,,,,
7,0,8,4,3234,,,,,,,,,
3,9,2,5,3235,,,,,,,,,
4,7,3,5,3235,,,,,,,,,
5,5,4,5,3235,,,,,,,,,
6,3,5,5,3235,,,,,,,,,
7,1,6,5,3235,,,,,,,,,
4,8,1,6,3236,,,,,,,,,
5,6,2,6,3236,,,,,,,,,
6,4,3,6,3236,,,,,,,,,
7,2,4,6,3236,,,,,,,,,
8,0,5,6,3236,,,,,,,,,
5,7,0,7,3237,,,,,,,,,
6,5,1,7,3237,,,,,,,,,
7,3,2,7,3237,,,,,,,,,
8,1,3,7,3237,,,,,,,,,
7,4,0,8,3238,,,,,,,,,
8,2,1,8,3238,,,,,,,,,
9,0,2,8,3238,,,,,,,,,
5,9,6,0,3239,,,,,,,,,
6,7,7,0,3239,,,,,,,,,
7,5,8,0,3239,,,,,,,,,
8,3,9,0,3239,,,,,,,,,
9,1,0,9,3239,,,,,,,,,
0,0,8,9,3240,,,,,,,,,
6,8,5,1,3240,,,,,,,,,
7,6,6,1,3240,,,,,,,,,
8,4,7,1,3240,,,,,,,,,
9,2,8,1,3240,,,,,,,,,
0,1,6,10,3241,,,,,,,,,
6,9,3,2,3241,,,,,,,,,
7,7,4,2,3241,,,,,,,,,
8,5,5,2,3241,,,,,,,,,
9,3,6,2,3241,,,,,,,,,
7,8,2,3,3242,,,,,,,,,
8,6,3,3,3242,,,,,,,,,
9,4,4,3,3242,,,,,,,,,
7,9,0,4,3243,,,,,,,,,
8,7,1,4,3243,,,,,,,,,
9,5,2,4,3243,,,,,,,,,
9,6,0,5,3244,,,,,,,,,
0,5,8,5,3245,,,,,,,,,
1,3,9,5,3245,,,,,,,,,
0,6,6,6,3246,,,,,,,,,
1,4,7,6,3246,,,,,,,,,
2,2,8,6,3246,,,,,,,,,
3,0,9,6,3246,,,,,,,,,
0,7,4,7,3247,,,,,,,,,
1,5,5,7,3247,,,,,,,,,
2,3,6,7,3247,,,,,,,,,
3,1,7,7,3247,,,,,,,,,
0,8,2,8,3248,,,,,,,,,
1,6,3,8,3248,,,,,,,,,
2,4,4,8,3248,,,,,,,,,
3,2,5,8,3248,,,,,,,,,
4,0,6,8,3248,,,,,,,,,
0,9,0,9,3249,,,,,,,,,
1,7,1,9,3249,,,,,,,,,
2,5,2,9,3249,,,,,,,,,
3,3,3,9,3249,,,,,,,,,
4,1,4,9,3249,,,,,,,,,
1,8,9,1,3250,,,,,,,,,
2,6,0,10,3250,,,,,,,,,
3,4,1,10,3250,,,,,,,,,
4,2,2,10,3250,,,,,,,,,
5,0,3,10,3250,,,,,,,,,
1,9,7,2,3251,,,,,,,,,
2,7,8,2,3251,,,,,,,,,
3,5,9,2,3251,,,,,,,,,
2,8,6,3,3252,,,,,,,,,
3,6,7,3,3252,,,,,,,,,
4,4,8,3,3252,,,,,,,,,
5,2,9,3,3252,,,,,,,,,
2,9,4,4,3253,,,,,,,,,
3,7,5,4,3253,,,,,,,,,
4,5,6,4,3253,,,,,,,,,
5,3,7,4,3253,,,,,,,,,
6,1,8,4,3253,,,,,,,,,
3,8,3,5,3254,,,,,,,,,
4,6,4,5,3254,,,,,,,,,
5,4,5,5,3254,,,,,,,,,
6,2,6,5,3254,,,,,,,,,
7,0,7,5,3254,,,,,,,,,
3,9,1,6,3255,,,,,,,,,
4,7,2,6,3255,,,,,,,,,
5,5,3,6,3255,,,,,,,,,
6,3,4,6,3255,,,,,,,,,
7,1,5,6,3255,,,,,,,,,
4,8,0,7,3256,,,,,,,,,
5,6,1,7,3256,,,,,,,,,
6,4,2,7,3256,,,,,,,,,
7,2,3,7,3256,,,,,,,,,
8,0,4,7,3256,,,,,,,,,
6,5,0,8,3257,,,,,,,,,
7,3,1,8,3257,,,,,,,,,
8,1,2,8,3257,,,,,,,,,
5,8,7,0,3258,,,,,,,,,
6,6,8,0,3258,,,,,,,,,
7,4,9,0,3258,,,,,,,,,
8,2,0,9,3258,,,,,,,,,
9,0,1,9,3258,,,,,,,,,
5,9,5,1,3259,,,,,,,,,
6,7,6,1,3259,,,,,,,,,
7,5,7,1,3259,,,,,,,,,
8,3,8,1,3259,,,,,,,,,
9,1,9,1,3259,,,,,,,,,
0,0,7,10,3260,,,,,,,,,
6,8,4,2,3260,,,,,,,,,
7,6,5,2,3260,,,,,,,,,
8,4,6,2,3260,,,,,,,,,
9,2,7,2,3260,,,,,,,,,
6,9,2,3,3261,,,,,,,,,
7,7,3,3,3261,,,,,,,,,
8,5,4,3,3261,,,,,,,,,
9,3,5,3,3261,,,,,,,,,
7,8,1,4,3262,,,,,,,,,
8,6,2,4,3262,,,,,,,,,
9,4,3,4,3262,,,,,,,,,
8,7,0,5,3263,,,,,,,,,
9,5,1,5,3263,,,,,,,,,
0,4,9,5,3264,,,,,,,,,
0,5,7,6,3265,,,,,,,,,
1,3,8,6,3265,,,,,,,,,
2,1,9,6,3265,,,,,,,,,
0,6,5,7,3266,,,,,,,,,
1,4,6,7,3266,,,,,,,,,
2,2,7,7,3266,,,,,,,,,
3,0,8,7,3266,,,,,,,,,
0,7,3,8,3267,,,,,,,,,
1,5,4,8,3267,,,,,,,,,
2,3,5,8,3267,,,,,,,,,
3,1,6,8,3267,,,,,,,,,
9,9,3,0,3267,,,,,,,,,
0,8,1,9,3268,,,,,,,,,
1,6,2,9,3268,,,,,,,,,
2,4,3,9,3268,,,,,,,,,
3,2,4,9,3268,,,,,,,,,
4,0,5,9,3268,,,,,,,,,
0,9,9,1,3269,,,,,,,,,
1,7,0,10,3269,,,,,,,,,
2,5,1,10,3269,,,,,,,,,
3,3,2,10,3269,,,,,,,,,
4,1,3,10,3269,,,,,,,,,
1,8,8,2,3270,,,,,,,,,
2,6,9,2,3270,,,,,,,,,
1,9,6,3,3271,,,,,,,,,
2,7,7,3,3271,,,,,,,,,
3,5,8,3,3271,,,,,,,,,
4,3,9,3,3271,,,,,,,,,
2,8,5,4,3272,,,,,,,,,
3,6,6,4,3272,,,,,,,,,
4,4,7,4,3272,,,,,,,,,
5,2,8,4,3272,,,,,,,,,
6,0,9,4,3272,,,,,,,,,
2,9,3,5,3273,,,,,,,,,
3,7,4,5,3273,,,,,,,,,
4,5,5,5,3273,,,,,,,,,
5,3,6,5,3273,,,,,,,,,
6,1,7,5,3273,,,,,,,,,
3,8,2,6,3274,,,,,,,,,
4,6,3,6,3274,,,,,,,,,
5,4,4,6,3274,,,,,,,,,
6,2,5,6,3274,,,,,,,,,
7,0,6,6,3274,,,,,,,,,
3,9,0,7,3275,,,,,,,,,
4,7,1,7,3275,,,,,,,,,
5,5,2,7,3275,,,,,,,,,
6,3,3,7,3275,,,,,,,,,
7,1,4,7,3275,,,,,,,,,
5,6,0,8,3276,,,,,,,,,
6,4,1,8,3276,,,,,,,,,
7,2,2,8,3276,,,,,,,,,
8,0,3,8,3276,,,,,,,,,
4,9,7,0,3277,,,,,,,,,
5,7,8,0,3277,,,,,,,,,
6,5,9,0,3277,,,,,,,,,
7,3,0,9,3277,,,,,,,,,
8,1,1,9,3277,,,,,,,,,
5,8,6,1,3278,,,,,,,,,
6,6,7,1,3278,,,,,,,,,
7,4,8,1,3278,,,,,,,,,
8,2,9,1,3278,,,,,,,,,
9,0,0,10,3278,,,,,,,,,
5,9,4,2,3279,,,,,,,,,
6,7,5,2,3279,,,,,,,,,
7,5,6,2,3279,,,,,,,,,
8,3,7,2,3279,,,,,,,,,
9,1,8,2,3279,,,,,,,,,
6,8,3,3,3280,,,,,,,,,
7,6,4,3,3280,,,,,,,,,
8,4,5,3,3280,,,,,,,,,
9,2,6,3,3280,,,,,,,,,
6,9,1,4,3281,,,,,,,,,
7,7,2,4,3281,,,,,,,,,
8,5,3,4,3281,,,,,,,,,
9,3,4,4,3281,,,,,,,,,
7,8,0,5,3282,,,,,,,,,
8,6,1,5,3282,,,,,,,,,
9,4,2,5,3282,,,,,,,,,
9,5,0,6,3283,,,,,,,,,
0,4,8,6,3284,,,,,,,,,
1,2,9,6,3284,,,,,,,,,
0,5,6,7,3285,,,,,,,,,
1,3,7,7,3285,,,,,,,,,
2,1,8,7,3285,,,,,,,,,
0,6,4,8,3286,,,,,,,,,
1,4,5,8,3286,,,,,,,,,
2,2,6,8,3286,,,,,,,,,
3,0,7,8,3286,,,,,,,,,
9,8,4,0,3286,,,,,,,,,
0,7,2,9,3287,,,,,,,,,
1,5,3,9,3287,,,,,,,,,
2,3,4,9,3287,,,,,,,,,
3,1,5,9,3287,,,,,,,,,
9,9,2,1,3287,,,,,,,,,
0,8,0,10,3288,,,,,,,,,
1,6,1,10,3288,,,,,,,,,
2,4,2,10,3288,,,,,,,,,
3,2,3,10,3288,,,,,,,,,
4,0,4,10,3288,,,,,,,,,
0,9,8,2,3289,,,,,,,,,
1,7,9,2,3289,,,,,,,,,
1,8,7,3,3290,,,,,,,,,
2,6,8,3,3290,,,,,,,,,
3,4,9,3,3290,,,,,,,,,
1,9,5,4,3291,,,,,,,,,
2,7,6,4,3291,,,,,,,,,
3,5,7,4,3291,,,,,,,,,
4,3,8,4,3291,,,,,,,,,
5,1,9,4,3291,,,,,,,,,
2,8,4,5,3292,,,,,,,,,
3,6,5,5,3292,,,,,,,,,
4,4,6,5,3292,,,,,,,,,
5,2,7,5,3292,,,,,,,,,
6,0,8,5,3292,,,,,,,,,
2,9,2,6,3293,,,,,,,,,
3,7,3,6,3293,,,,,,,,,
4,5,4,6,3293,,,,,,,,,
5,3,5,6,3293,,,,,,,,,
6,1,6,6,3293,,,,,,,,,
3,8,1,7,3294,,,,,,,,,
4,6,2,7,3294,,,,,,,,,
5,4,3,7,3294,,,,,,,,,
6,2,4,7,3294,,,,,,,,,
7,0,5,7,3294,,,,,,,,,
4,7,0,8,3295,,,,,,,,,
5,5,1,8,3295,,,,,,,,,
6,3,2,8,3295,,,,,,,,,
7,1,3,8,3295,,,,,,,,,
4,8,8,0,3296,,,,,,,,,
5,6,9,0,3296,,,,,,,,,
6,4,0,9,3296,,,,,,,,,
7,2,1,9,3296,,,,,,,,,
8,0,2,9,3296,,,,,,,,,
4,9,6,1,3297,,,,,,,,,
5,7,7,1,3297,,,,,,,,,
6,5,8,1,3297,,,,,,,,,
7,3,9,1,3297,,,,,,,,,
8,1,0,10,3297,,,,,,,,,
5,8,5,2,3298,,,,,,,,,
6,6,6,2,3298,,,,,,,,,
7,4,7,2,3298,,,,,,,,,
8,2,8,2,3298,,,,,,,,,
9,0,9,2,3298,,,,,,,,,
5,9,3,3,3299,,,,,,,,,
6,7,4,3,3299,,,,,,,,,
7,5,5,3,3299,,,,,,,,,
8,3,6,3,3299,,,,,,,,,
9,1,7,3,3299,,,,,,,,,
6,8,2,4,3300,,,,,,,,,
7,6,3,4,3300,,,,,,,,,
8,4,4,4,3300,,,,,,,,,
9,2,5,4,3300,,,,,,,,,
6,9,0,5,3301,,,,,,,,,
7,7,1,5,3301,,,,,,,,,
8,5,2,5,3301,,,,,,,,,
9,3,3,5,3301,,,,,,,,,
8,6,0,6,3302,,,,,,,,,
9,4,1,6,3302,,,,,,,,,
0,3,9,6,3303,,,,,,,,,
0,4,7,7,3304,,,,,,,,,
1,2,8,7,3304,,,,,,,,,
2,0,9,7,3304,,,,,,,,,
0,5,5,8,3305,,,,,,,,,
1,3,6,8,3305,,,,,,,,,
2,1,7,8,3305,,,,,,,,,
8,9,4,0,3305,,,,,,,,,
9,7,5,0,3305,,,,,,,,,
0,6,3,9,3306,,,,,,,,,
1,4,4,9,3306,,,,,,,,,
2,2,5,9,3306,,,,,,,,,
3,0,6,9,3306,,,,,,,,,
9,8,3,1,3306,,,,,,,,,
0,7,1,10,3307,,,,,,,,,
1,5,2,10,3307,,,,,,,,,
2,3,3,10,3307,,,,,,,,,
3,1,4,10,3307,,,,,,,,,
9,9,1,2,3307,,,,,,,,,
0,8,9,2,3308,,,,,,,,,
0,9,7,3,3309,,,,,,,,,
1,7,8,3,3309,,,,,,,,,
2,5,9,3,3309,,,,,,,,,
1,8,6,4,3310,,,,,,,,,
2,6,7,4,3310,,,,,,,,,
