"2m","2mp","4m","6m","mm"
1,2,9,1,10,2281
1,2,9,5,7,2281
1,2,9,9,4,2281
1,4,0,6,10,2281
1,6,7,0,9,2281
1,6,7,4,6,2281
1,6,7,8,3,2281
2,3,4,6,8,2281
2,7,2,1,10,2281
2,7,2,5,7,2281
2,7,2,9,4,2281
2,9,9,3,3,2281
2,9,9,7,0,2281
3,0,1,8,10,2281
3,2,8,2,9,2281
3,2,8,6,6,2281
3,6,6,1,8,2281
3,6,6,5,5,2281
3,6,6,9,2,2281
4,3,3,3,10,2281
4,3,3,7,7,2281
4,7,1,2,9,2281
4,7,1,6,6,2281
4,9,8,0,5,2281
4,9,8,4,2,2281
5,0,0,9,9,2281
5,2,7,3,8,2281
5,2,7,7,5,2281
5,6,5,2,7,2281
5,6,5,6,4,2281
6,3,2,4,9,2281
6,3,2,8,6,2281
6,5,9,2,5,2281
6,5,9,6,2,2281
6,7,0,3,8,2281
6,7,0,7,5,2281
6,9,7,1,4,2281
6,9,7,5,1,2281
7,2,6,0,10,2281
7,2,6,4,7,2281
7,2,6,8,4,2281
7,6,4,3,6,2281
7,6,4,7,3,2281
8,3,1,5,8,2281
8,3,1,9,5,2281
8,5,8,3,4,2281
8,5,8,7,1,2281
8,9,6,2,3,2281
8,9,6,6,0,2281
9,2,5,1,9,2281
9,2,5,5,6,2281
9,2,5,9,3,2281
9,6,3,0,8,2281
9,6,3,4,5,2281
9,6,3,8,2,2281
0,2,8,5,8,2282
0,2,8,9,5,2282
0,6,6,0,10,2282
0,6,6,4,7,2282
0,6,6,8,4,2282
1,3,3,6,9,2282
1,7,1,5,8,2282
1,7,1,9,5,2282
1,9,8,3,4,2282
1,9,8,7,1,2282
2,2,7,2,10,2282
2,2,7,6,7,2282
2,6,5,1,9,2282
2,6,5,5,6,2282
2,6,5,9,3,2282
3,3,2,7,8,2282
3,5,9,1,7,2282
3,5,9,5,4,2282
3,5,9,9,1,2282
3,7,0,2,10,2282
3,7,0,6,7,2282
3,9,7,0,6,2282
3,9,7,4,3,2282
3,9,7,8,0,2282
4,2,6,3,9,2282
4,2,6,7,6,2282
4,6,4,2,8,2282
4,6,4,6,5,2282
5,3,1,4,10,2282
5,3,1,8,7,2282
5,5,8,2,6,2282
5,5,8,6,3,2282
5,9,6,1,5,2282
5,9,6,5,2,2282
6,2,5,4,8,2282
6,2,5,8,5,2282
6,6,3,3,7,2282
6,6,3,7,4,2282
7,1,9,0,9,2282
7,1,9,4,6,2282
7,1,9,8,3,2282
7,3,0,5,9,2282
7,3,0,9,6,2282
7,5,7,3,5,2282
7,5,7,7,2,2282
7,9,5,2,4,2282
7,9,5,6,1,2282
8,2,4,1,10,2282
8,2,4,5,7,2282
8,2,4,9,4,2282
8,6,2,0,9,2282
8,6,2,4,6,2282
8,6,2,8,3,2282
8,8,9,2,2,2282
9,1,8,1,8,2282
9,1,8,5,5,2282
9,1,8,9,2,2282
9,5,6,0,7,2282
9,5,6,4,4,2282
9,5,6,8,1,2282
9,9,4,3,3,2282
9,9,4,7,0,2282
0,3,2,6,10,2283
0,5,9,0,9,2283
0,5,9,4,6,2283
0,5,9,8,3,2283
0,7,0,5,9,2283
0,7,0,9,6,2283
0,9,7,3,5,2283
0,9,7,7,2,2283
1,2,6,6,8,2283
1,6,4,1,10,2283
1,6,4,5,7,2283
1,6,4,9,4,2283
2,3,1,7,9,2283
2,5,8,1,8,2283
2,5,8,5,5,2283
2,5,8,9,2,2283
2,9,6,0,7,2283
2,9,6,4,4,2283
2,9,6,8,1,2283
3,2,5,3,10,2283
3,2,5,7,7,2283
3,6,3,2,9,2283
3,6,3,6,6,2283
4,1,9,3,8,2283
4,1,9,7,5,2283
4,3,0,8,8,2283
4,5,7,2,7,2283
4,5,7,6,4,2283
4,9,5,1,6,2283
4,9,5,5,3,2283
4,9,5,9,0,2283
5,2,4,4,9,2283
5,2,4,8,6,2283
5,6,2,3,8,2283
5,6,2,7,5,2283
5,8,9,1,4,2283
5,8,9,5,1,2283
6,1,8,0,10,2283
6,1,8,4,7,2283
6,1,8,8,4,2283
6,5,6,3,6,2283
6,5,6,7,3,2283
6,9,4,2,5,2283
6,9,4,6,2,2283
7,2,3,5,8,2283
7,2,3,9,5,2283
7,6,1,0,10,2283
7,6,1,4,7,2283
7,6,1,8,4,2283
7,8,8,2,3,2283
7,8,8,6,0,2283
8,1,7,1,9,2283
8,1,7,5,6,2283
8,1,7,9,3,2283
8,5,5,0,8,2283
8,5,5,4,5,2283
8,5,5,8,2,2283
8,9,3,3,4,2283
8,9,3,7,1,2283
9,2,2,2,10,2283
9,2,2,6,7,2283
9,4,9,0,6,2283
9,4,9,4,3,2283
9,4,9,8,0,2283
9,6,0,1,9,2283
9,6,0,5,6,2283
9,6,0,9,3,2283
9,8,7,3,2,2283
0,2,5,6,9,2284
0,6,3,5,8,2284
0,6,3,9,5,2284
1,1,9,2,10,2284
1,1,9,6,7,2284
1,3,0,7,10,2284
1,5,7,1,9,2284
1,5,7,5,6,2284
1,5,7,9,3,2284
1,9,5,0,8,2284
1,9,5,4,5,2284
1,9,5,8,2,2284
2,2,4,7,8,2284
2,6,2,2,10,2284
2,6,2,6,7,2284
2,8,9,0,6,2284
2,8,9,4,3,2284
2,8,9,8,0,2284
3,1,8,3,9,2284
3,1,8,7,6,2284
3,5,6,2,8,2284
3,5,6,6,5,2284
3,9,4,1,7,2284
3,9,4,5,4,2284
3,9,4,9,1,2284
4,2,3,4,10,2284
4,2,3,8,7,2284
4,6,1,3,9,2284
4,6,1,7,6,2284
4,8,8,1,5,2284
4,8,8,5,2,2284
5,1,7,4,8,2284
5,1,7,8,5,2284
5,5,5,3,7,2284
5,5,5,7,4,2284
5,9,3,2,6,2284
5,9,3,6,3,2284
6,2,2,5,9,2284
6,2,2,9,6,2284
6,4,9,3,5,2284
6,4,9,7,2,2284
6,6,0,4,8,2284
6,6,0,8,5,2284
6,8,7,2,4,2284
6,8,7,6,1,2284
7,1,6,1,10,2284
7,1,6,5,7,2284
7,1,6,9,4,2284
7,5,4,0,9,2284
7,5,4,4,6,2284
7,5,4,8,3,2284
7,9,2,3,5,2284
7,9,2,7,2,2284
8,2,1,6,8,2284
8,4,8,0,7,2284
8,4,8,4,4,2284
8,4,8,8,1,2284
8,8,6,3,3,2284
8,8,6,7,0,2284
9,1,5,2,9,2284
9,1,5,6,6,2284
9,5,3,1,8,2284
9,5,3,5,5,2284
9,5,3,9,2,2284
9,9,1,0,7,2284
9,9,1,4,4,2284
9,9,1,8,1,2284
0,1,8,6,8,2285
0,5,6,1,10,2285
0,5,6,5,7,2285
0,5,6,9,4,2285
0,9,4,0,9,2285
0,9,4,4,6,2285
0,9,4,8,3,2285
1,2,3,7,9,2285
1,6,1,6,8,2285
1,8,8,0,7,2285
1,8,8,4,4,2285
1,8,8,8,1,2285
2,1,7,3,10,2285
2,1,7,7,7,2285
2,5,5,2,9,2285
2,5,5,6,6,2285
2,9,3,1,8,2285
2,9,3,5,5,2285
2,9,3,9,2,2285
3,2,2,8,8,2285
3,4,9,2,7,2285
3,4,9,6,4,2285
3,6,0,3,10,2285
3,6,0,7,7,2285
3,8,7,1,6,2285
3,8,7,5,3,2285
3,8,7,9,0,2285
4,1,6,4,9,2285
4,1,6,8,6,2285
4,5,4,3,8,2285
4,5,4,7,5,2285
4,9,2,2,7,2285
4,9,2,6,4,2285
5,2,1,5,10,2285
5,2,1,9,7,2285
5,4,8,3,6,2285
5,4,8,7,3,2285
5,8,6,2,5,2285
5,8,6,6,2,2285
6,1,5,5,8,2285
6,1,5,9,5,2285
6,5,3,0,10,2285
6,5,3,4,7,2285
6,5,3,8,4,2285
6,9,1,3,6,2285
6,9,1,7,3,2285
7,0,9,1,9,2285
7,0,9,5,6,2285
7,0,9,9,3,2285
7,2,0,6,9,2285
7,4,7,0,8,2285
7,4,7,4,5,2285
7,4,7,8,2,2285
7,8,5,3,4,2285
7,8,5,7,1,2285
8,1,4,2,10,2285
8,1,4,6,7,2285
8,5,2,1,9,2285
8,5,2,5,6,2285
8,5,2,9,3,2285
8,7,9,3,2,2285
8,9,0,0,8,2285
8,9,0,4,5,2285
8,9,0,8,2,2285
9,0,8,2,8,2285
9,0,8,6,5,2285
9,4,6,1,7,2285
9,4,6,5,4,2285
9,4,6,9,1,2285
9,8,4,0,6,2285
9,8,4,4,3,2285
9,8,4,8,0,2285
0,2,2,7,10,2286
0,4,9,1,9,2286
0,4,9,5,6,2286
0,4,9,9,3,2286
0,6,0,6,9,2286
0,8,7,0,8,2286
0,8,7,4,5,2286
0,8,7,8,2,2286
1,1,6,7,8,2286
1,5,4,2,10,2286
1,5,4,6,7,2286
1,9,2,1,9,2286
1,9,2,5,6,2286
1,9,2,9,3,2286
2,2,1,8,9,2286
2,4,8,2,8,2286
2,4,8,6,5,2286
2,8,6,1,7,2286
2,8,6,5,4,2286
2,8,6,9,1,2286
3,1,5,4,10,2286
3,1,5,8,7,2286
3,5,3,3,9,2286
3,5,3,7,6,2286
3,9,1,2,8,2286
3,9,1,6,5,2286
4,0,9,4,8,2286
4,0,9,8,5,2286
4,2,0,9,8,2286
4,4,7,3,7,2286
4,4,7,7,4,2286
4,8,5,2,6,2286
4,8,5,6,3,2286
5,1,4,5,9,2286
5,1,4,9,6,2286
5,5,2,4,8,2286
5,5,2,8,5,2286
5,7,9,2,4,2286
5,7,9,6,1,2286
5,9,0,3,7,2286
5,9,0,7,4,2286
6,0,8,1,10,2286
6,0,8,5,7,2286
6,0,8,9,4,2286
6,4,6,0,9,2286
6,4,6,4,6,2286
6,4,6,8,3,2286
6,8,4,3,5,2286
6,8,4,7,2,2286
7,1,3,6,8,2286
7,5,1,1,10,2286
7,5,1,5,7,2286
7,5,1,9,4,2286
7,7,8,3,3,2286
7,7,8,7,0,2286
8,0,7,2,9,2286
8,0,7,6,6,2286
8,4,5,1,8,2286
8,4,5,5,5,2286
8,4,5,9,2,2286
8,8,3,0,7,2286
8,8,3,4,4,2286
8,8,3,8,1,2286
9,1,2,3,10,2286
9,1,2,7,7,2286
9,3,9,1,6,2286
9,3,9,5,3,2286
9,3,9,9,0,2286
9,5,0,2,9,2286
9,5,0,6,6,2286
9,7,7,0,5,2286
9,7,7,4,2,2286
0,1,5,7,9,2287
0,5,3,6,8,2287
0,9,1,1,10,2287
0,9,1,5,7,2287
0,9,1,9,4,2287
1,0,9,3,10,2287
1,0,9,7,7,2287
1,2,0,8,10,2287
1,4,7,2,9,2287
1,4,7,6,6,2287
1,8,5,1,8,2287
1,8,5,5,5,2287
1,8,5,9,2,2287
2,1,4,8,8,2287
2,5,2,3,10,2287
2,5,2,7,7,2287
2,7,9,1,6,2287
2,7,9,5,3,2287
2,7,9,9,0,2287
2,9,0,2,9,2287
2,9,0,6,6,2287
3,0,8,4,9,2287
3,0,8,8,6,2287
3,4,6,3,8,2287
3,4,6,7,5,2287
3,8,4,2,7,2287
3,8,4,6,4,2287
4,1,3,5,10,2287
4,1,3,9,7,2287
4,5,1,4,9,2287
4,5,1,8,6,2287
4,7,8,2,5,2287
4,7,8,6,2,2287
5,0,7,5,8,2287
5,0,7,9,5,2287
5,4,5,0,10,2287
5,4,5,4,7,2287
5,4,5,8,4,2287
5,8,3,3,6,2287
5,8,3,7,3,2287
6,1,2,6,9,2287
6,3,9,0,8,2287
6,3,9,4,5,2287
6,3,9,8,2,2287
6,5,0,5,8,2287
6,5,0,9,5,2287
6,7,7,3,4,2287
6,7,7,7,1,2287
7,0,6,2,10,2287
7,0,6,6,7,2287
7,4,4,1,9,2287
7,4,4,5,6,2287
7,4,4,9,3,2287
7,8,2,0,8,2287
7,8,2,4,5,2287
7,8,2,8,2,2287
8,1,1,7,8,2287
8,3,8,1,7,2287
8,3,8,5,4,2287
8,3,8,9,1,2287
8,7,6,0,6,2287
8,7,6,4,3,2287
8,7,6,8,0,2287
9,0,5,3,9,2287
9,0,5,7,6,2287
9,4,3,2,8,2287
9,4,3,6,5,2287
9,8,1,1,7,2287
9,8,1,5,4,2287
9,8,1,9,1,2287
0,0,8,7,8,2288
0,4,6,2,10,2288
0,4,6,6,7,2288
0,8,4,1,9,2288
0,8,4,5,6,2288
0,8,4,9,3,2288
1,1,3,8,9,2288
1,5,1,7,8,2288
1,7,8,1,7,2288
1,7,8,5,4,2288
1,7,8,9,1,2288
2,0,7,4,10,2288
2,0,7,8,7,2288
2,4,5,3,9,2288
2,4,5,7,6,2288
2,8,3,2,8,2288
2,8,3,6,5,2288
3,1,2,9,8,2288
3,3,9,3,7,2288
3,3,9,7,4,2288
3,5,0,4,10,2288
3,5,0,8,7,2288
3,7,7,2,6,2288
3,7,7,6,3,2288
4,0,6,5,9,2288
4,0,6,9,6,2288
4,4,4,4,8,2288
4,4,4,8,5,2288
4,8,2,3,7,2288
4,8,2,7,4,2288
5,1,1,6,10,2288
5,3,8,0,9,2288
5,3,8,4,6,2288
5,3,8,8,3,2288
5,7,6,3,5,2288
5,7,6,7,2,2288
6,0,5,6,8,2288
6,4,3,1,10,2288
6,4,3,5,7,2288
6,4,3,9,4,2288
6,8,1,0,9,2288
6,8,1,4,6,2288
6,8,1,8,3,2288
7,1,0,7,9,2288
7,3,7,1,8,2288
7,3,7,5,5,2288
7,3,7,9,2,2288
7,7,5,0,7,2288
7,7,5,4,4,2288
7,7,5,8,1,2288
8,0,4,3,10,2288
8,0,4,7,7,2288
8,4,2,2,9,2288
8,4,2,6,6,2288
8,6,9,0,5,2288
8,6,9,4,2,2288
8,8,0,1,8,2288
8,8,0,5,5,2288
8,8,0,9,2,2288
9,3,6,2,7,2288
9,3,6,6,4,2288
9,7,4,1,6,2288
9,7,4,5,3,2288
9,7,4,9,0,2288
0,1,2,8,10,2289
0,3,9,2,9,2289
0,3,9,6,6,2289
0,5,0,7,9,2289
0,7,7,1,8,2289
0,7,7,5,5,2289
0,7,7,9,2,2289
1,0,6,8,8,2289
1,4,4,3,10,2289
1,4,4,7,7,2289
1,8,2,2,9,2289
1,8,2,6,6,2289
2,1,1,9,9,2289
2,3,8,3,8,2289
2,3,8,7,5,2289
2,7,6,2,7,2289
2,7,6,6,4,2289
3,0,5,5,10,2289
3,0,5,9,7,2289
3,4,3,4,9,2289
3,4,3,8,6,2289
3,8,1,3,8,2289
3,8,1,7,5,2289
4,3,7,0,10,2289
4,3,7,4,7,2289
4,3,7,8,4,2289
4,7,5,3,6,2289
4,7,5,7,3,2289
5,0,4,6,9,2289
5,4,2,5,8,2289
5,4,2,9,5,2289
5,6,9,3,4,2289
5,6,9,7,1,2289
5,8,0,0,10,2289
5,8,0,4,7,2289
5,8,0,8,4,2289
6,3,6,1,9,2289
6,3,6,5,6,2289
6,3,6,9,3,2289
6,7,4,0,8,2289
6,7,4,4,5,2289
6,7,4,8,2,2289
7,0,3,7,8,2289
7,4,1,2,10,2289
7,4,1,6,7,2289
7,6,8,0,6,2289
7,6,8,4,3,2289
7,6,8,8,0,2289
8,3,5,2,8,2289
8,3,5,6,5,2289
8,7,3,1,7,2289
8,7,3,5,4,2289
8,7,3,9,1,2289
9,0,2,4,10,2289
9,0,2,8,7,2289
9,2,9,2,6,2289
9,2,9,6,3,2289
9,4,0,3,9,2289
9,4,0,7,6,2289
9,6,7,1,5,2289
9,6,7,5,2,2289
0,0,5,8,9,2290
0,4,3,7,8,2290
0,8,1,2,10,2290
0,8,1,6,7,2290
1,1,0,9,10,2290
1,3,7,3,9,2290
1,3,7,7,6,2290
1,7,5,2,8,2290
1,7,5,6,5,2290
2,0,4,9,8,2290
2,4,2,4,10,2290
2,4,2,8,7,2290
2,6,9,2,6,2290
2,6,9,6,3,2290
2,8,0,3,9,2290
2,8,0,7,6,2290
3,3,6,4,8,2290
3,3,6,8,5,2290
3,7,4,3,7,2290
3,7,4,7,4,2290
4,0,3,6,10,2290
4,4,1,5,9,2290
4,4,1,9,6,2290
4,6,8,3,5,2290
4,6,8,7,2,2290
5,3,5,1,10,2290
5,3,5,5,7,2290
5,3,5,9,4,2290
5,7,3,0,9,2290
5,7,3,4,6,2290
5,7,3,8,3,2290
6,0,2,7,9,2290
6,2,9,1,8,2290
6,2,9,5,5,2290
6,2,9,9,2,2290
6,4,0,6,8,2290
6,6,7,0,7,2290
6,6,7,4,4,2290
6,6,7,8,1,2290
7,3,4,2,9,2290
7,3,4,6,6,2290
7,7,2,1,8,2290
7,7,2,5,5,2290
7,7,2,9,2,2290
7,9,9,3,1,2290
8,0,1,8,8,2290
8,2,8,2,7,2290
8,2,8,6,4,2290
8,6,6,1,6,2290
8,6,6,5,3,2290
8,6,6,9,0,2290
9,3,3,3,8,2290
9,3,3,7,5,2290
9,7,1,2,7,2290
9,7,1,6,4,2290
9,9,8,0,3,2290
9,9,8,4,0,2290
0,3,6,3,10,2291
0,3,6,7,7,2291
0,7,4,2,9,2291
0,7,4,6,6,2291
1,0,3,9,9,2291
1,4,1,8,8,2291
1,6,8,2,7,2291
1,6,8,6,4,2291
2,3,5,4,9,2291
2,3,5,8,6,2291
2,7,3,3,8,2291
2,7,3,7,5,2291
3,2,9,0,10,2291
3,2,9,4,7,2291
3,2,9,8,4,2291
3,4,0,5,10,2291
3,4,0,9,7,2291
3,6,7,3,6,2291
3,6,7,7,3,2291
4,3,4,5,8,2291
4,3,4,9,5,2291
4,7,2,0,10,2291
4,7,2,4,7,2291
4,7,2,8,4,2291
4,9,9,2,3,2291
4,9,9,6,0,2291
5,0,1,7,10,2291
5,2,8,1,9,2291
5,2,8,5,6,2291
5,2,8,9,3,2291
5,6,6,0,8,2291
5,6,6,4,5,2291
5,6,6,8,2,2291
6,3,3,2,10,2291
6,3,3,6,7,2291
6,7,1,1,9,2291
6,7,1,5,6,2291
6,7,1,9,3,2291
6,9,8,3,2,2291
7,0,0,8,9,2291
7,2,7,2,8,2291
7,2,7,6,5,2291
7,6,5,1,7,2291
7,6,5,5,4,2291
7,6,5,9,1,2291
8,3,2,3,9,2291
8,3,2,7,6,2291
8,5,9,1,5,2291
8,5,9,5,2,2291
8,7,0,2,8,2291
8,7,0,6,5,2291
8,9,7,0,4,2291
8,9,7,4,1,2291
9,2,6,3,7,2291
9,2,6,7,4,2291
9,6,4,2,6,2291
9,6,4,6,3,2291
0,0,2,9,10,2292
0,2,9,3,9,2292
0,2,9,7,6,2292
0,4,0,8,9,2292
0,6,7,2,8,2292
0,6,7,6,5,2292
1,3,4,4,10,2292
1,3,4,8,7,2292
1,7,2,3,9,2292
1,7,2,7,6,2292
1,9,9,1,5,2292
1,9,9,5,2,2292
2,2,8,4,8,2292
2,2,8,8,5,2292
2,6,6,3,7,2292
2,6,6,7,4,2292
3,3,3,5,9,2292
3,3,3,9,6,2292
3,7,1,4,8,2292
3,7,1,8,5,2292
3,9,8,2,4,2292
3,9,8,6,1,2292
4,2,7,1,10,2292
4,2,7,5,7,2292
4,2,7,9,4,2292
4,6,5,0,9,2292
4,6,5,4,6,2292
4,6,5,8,3,2292
5,3,2,6,8,2292
5,5,9,0,7,2292
5,5,9,4,4,2292
5,5,9,8,1,2292
5,7,0,1,10,2292
5,7,0,5,7,2292
5,7,0,9,4,2292
5,9,7,3,3,2292
5,9,7,7,0,2292
6,2,6,2,9,2292
6,2,6,6,6,2292
6,6,4,1,8,2292
6,6,4,5,5,2292
6,6,4,9,2,2292
7,3,1,3,10,2292
7,3,1,7,7,2292
7,5,8,1,6,2292
7,5,8,5,3,2292
7,5,8,9,0,2292
7,9,6,0,5,2292
7,9,6,4,2,2292
8,2,5,3,8,2292
8,2,5,7,5,2292
8,6,3,2,7,2292
8,6,3,6,4,2292
9,1,9,3,6,2292
9,1,9,7,3,2292
9,3,0,4,9,2292
9,3,0,8,6,2292
9,5,7,2,5,2292
9,5,7,6,2,2292
9,9,5,1,4,2292
9,9,5,5,1,2292
0,3,3,8,8,2293
0,7,1,3,10,2293
0,7,1,7,7,2293
0,9,8,1,6,2293
0,9,8,5,3,2293
0,9,8,9,0,2293
1,0,0,10,10,2293
1,2,7,4,9,2293
1,2,7,8,6,2293
1,6,5,3,8,2293
1,6,5,7,5,2293
2,3,2,5,10,2293
2,3,2,9,7,2293
2,5,9,3,6,2293
2,5,9,7,3,2293
2,7,0,4,9,2293
2,7,0,8,6,2293
2,9,7,2,5,2293
2,9,7,6,2,2293
3,2,6,5,8,2293
3,2,6,9,5,2293
3,6,4,0,10,2293
3,6,4,4,7,2293
3,6,4,8,4,2293
4,3,1,6,9,2293
4,5,8,0,8,2293
4,5,8,4,5,2293
4,5,8,8,2,2293
4,9,6,3,4,2293
4,9,6,7,1,2293
5,2,5,2,10,2293
5,2,5,6,7,2293
5,6,3,1,9,2293
5,6,3,5,6,2293
5,6,3,9,3,2293
6,1,9,2,8,2293
6,1,9,6,5,2293
6,3,0,7,8,2293
6,5,7,1,7,2293
6,5,7,5,4,2293
6,5,7,9,1,2293
6,9,5,0,6,2293
6,9,5,4,3,2293
6,9,5,8,0,2293
7,2,4,3,9,2293
7,2,4,7,6,2293
7,6,2,2,8,2293
7,6,2,6,5,2293
7,8,9,0,4,2293
7,8,9,4,1,2293
8,1,8,3,7,2293
8,1,8,7,4,2293
8,5,6,2,6,2293
8,5,6,6,3,2293
8,9,4,1,5,2293
8,9,4,5,2,2293
9,2,3,4,8,2293
9,2,3,8,5,2293
9,6,1,3,7,2293
9,6,1,7,4,2293
9,8,8,1,3,2293
9,8,8,5,0,2293
0,2,6,4,10,2294
0,2,6,8,7,2294
0,6,4,3,9,2294
0,6,4,7,6,2294
1,3,1,9,8,2294
1,5,8,3,7,2294
1,5,8,7,4,2294
1,9,6,2,6,2294
1,9,6,6,3,2294
2,2,5,5,9,2294
2,2,5,9,6,2294
2,6,3,4,8,2294
2,6,3,8,5,2294
3,1,9,1,10,2294
3,1,9,5,7,2294
3,1,9,9,4,2294
3,3,0,6,10,2294
3,5,7,0,9,2294
3,5,7,4,6,2294
3,5,7,8,3,2294
3,9,5,3,5,2294
3,9,5,7,2,2294
4,2,4,6,8,2294
4,6,2,1,10,2294
4,6,2,5,7,2294
4,6,2,9,4,2294
4,8,9,3,3,2294
4,8,9,7,0,2294
5,1,8,2,9,2294
5,1,8,6,6,2294
5,5,6,1,8,2294
5,5,6,5,5,2294
5,5,6,9,2,2294
5,9,4,0,7,2294
5,9,4,4,4,2294
5,9,4,8,1,2294
6,2,3,3,10,2294
6,2,3,7,7,2294
6,6,1,2,9,2294
6,6,1,6,6,2294
6,8,8,0,5,2294
6,8,8,4,2,2294
7,1,7,3,8,2294
7,1,7,7,5,2294
7,5,5,2,7,2294
7,5,5,6,4,2294
7,9,3,1,6,2294
7,9,3,5,3,2294
7,9,3,9,0,2294
8,2,2,4,9,2294
8,2,2,8,6,2294
8,4,9,2,5,2294
8,4,9,6,2,2294
8,6,0,3,8,2294
8,6,0,7,5,2294
8,8,7,1,4,2294
8,8,7,5,1,2294
9,1,6,0,10,2294
9,1,6,4,7,2294
9,1,6,8,4,2294
9,5,4,3,6,2294
9,5,4,7,3,2294
9,9,2,2,5,2294
9,9,2,6,2,2294
0,1,9,4,9,2295
0,1,9,8,6,2295
0,3,0,9,9,2295
0,5,7,3,8,2295
0,5,7,7,5,2295
0,9,5,2,7,2295
0,9,5,6,4,2295
1,2,4,5,10,2295
1,2,4,9,7,2295
1,6,2,4,9,2295
1,6,2,8,6,2295
1,8,9,2,5,2295
1,8,9,6,2,2295
2,1,8,5,8,2295
2,1,8,9,5,2295
2,5,6,0,10,2295
2,5,6,4,7,2295
2,5,6,8,4,2295
2,9,4,3,6,2295
2,9,4,7,3,2295
3,2,3,6,9,2295
3,6,1,5,8,2295
3,6,1,9,5,2295
3,8,8,3,4,2295
3,8,8,7,1,2295
4,1,7,2,10,2295
4,1,7,6,7,2295
4,5,5,1,9,2295
4,5,5,5,6,2295
4,5,5,9,3,2295
4,9,3,0,8,2295
4,9,3,4,5,2295
4,9,3,8,2,2295
5,2,2,7,8,2295
5,4,9,1,7,2295
5,4,9,5,4,2295
5,4,9,9,1,2295
5,6,0,2,10,2295
5,6,0,6,7,2295
5,8,7,0,6,2295
5,8,7,4,3,2295
5,8,7,8,0,2295
6,1,6,3,9,2295
6,1,6,7,6,2295
6,5,4,2,8,2295
6,5,4,6,5,2295
6,9,2,1,7,2295
6,9,2,5,4,2295
6,9,2,9,1,2295
7,2,1,4,10,2295
7,2,1,8,7,2295
7,4,8,2,6,2295
7,4,8,6,3,2295
7,8,6,1,5,2295
7,8,6,5,2,2295
8,1,5,4,8,2295
8,1,5,8,5,2295
8,5,3,3,7,2295
8,5,3,7,4,2295
8,9,1,2,6,2295
8,9,1,6,3,2295
9,0,9,0,9,2295
9,0,9,4,6,2295
9,0,9,8,3,2295
9,2,0,5,9,2295
9,2,0,9,6,2295
9,4,7,3,5,2295
9,4,7,7,2,2295
9,8,5,2,4,2295
9,8,5,6,1,2295
0,2,3,9,8,2296
0,6,1,4,10,2296
0,6,1,8,7,2296
0,8,8,2,6,2296
0,8,8,6,3,2296
1,1,7,5,9,2296
1,1,7,9,6,2296
1,5,5,4,8,2296
1,5,5,8,5,2296
1,9,3,3,7,2296
1,9,3,7,4,2296
2,2,2,6,10,2296
2,4,9,0,9,2296
2,4,9,4,6,2296
2,4,9,8,3,2296
2,6,0,5,9,2296
2,6,0,9,6,2296
2,8,7,3,5,2296
2,8,7,7,2,2296
3,1,6,6,8,2296
3,5,4,1,10,2296
3,5,4,5,7,2296
3,5,4,9,4,2296
3,9,2,0,9,2296
3,9,2,4,6,2296
3,9,2,8,3,2296
4,2,1,7,9,2296
4,4,8,1,8,2296
4,4,8,5,5,2296
4,4,8,9,2,2296
4,8,6,0,7,2296
4,8,6,4,4,2296
4,8,6,8,1,2296
5,1,5,3,10,2296
5,1,5,7,7,2296
5,5,3,2,9,2296
5,5,3,6,6,2296
5,9,1,1,8,2296
5,9,1,5,5,2296
5,9,1,9,2,2296
6,0,9,3,8,2296
6,0,9,7,5,2296
6,2,0,8,8,2296
6,4,7,2,7,2296
6,4,7,6,4,2296
6,8,5,1,6,2296
6,8,5,5,3,2296
6,8,5,9,0,2296
7,1,4,4,9,2296
7,1,4,8,6,2296
7,5,2,3,8,2296
7,5,2,7,5,2296
7,7,9,1,4,2296
7,7,9,5,1,2296
7,9,0,2,7,2296
7,9,0,6,4,2296
8,0,8,0,10,2296
8,0,8,4,7,2296
8,0,8,8,4,2296
8,4,6,3,6,2296
8,4,6,7,3,2296
8,8,4,2,5,2296
8,8,4,6,2,2296
9,1,3,5,8,2296
9,1,3,9,5,2296
9,5,1,0,10,2296
9,5,1,4,7,2296
9,5,1,8,4,2296
9,7,8,2,3,2296
9,7,8,6,0,2296
0,1,6,5,10,2297
0,1,6,9,7,2297
0,5,4,4,9,2297
0,5,4,8,6,2297
0,9,2,3,8,2297
0,9,2,7,5,2297
1,4,8,0,10,2297
1,4,8,4,7,2297
1,4,8,8,4,2297
1,8,6,3,6,2297
1,8,6,7,3,2297
2,1,5,6,9,2297
2,5,3,5,8,2297
2,5,3,9,5,2297
2,9,1,0,10,2297
2,9,1,4,7,2297
2,9,1,8,4,2297
3,0,9,2,10,2297
3,0,9,6,7,2297
3,2,0,7,10,2297
3,4,7,1,9,2297
3,4,7,5,6,2297
3,4,7,9,3,2297
3,8,5,0,8,2297
3,8,5,4,5,2297
3,8,5,8,2,2297
4,1,4,7,8,2297
4,5,2,2,10,2297
4,5,2,6,7,2297
4,7,9,0,6,2297
4,7,9,4,3,2297
4,7,9,8,0,2297
4,9,0,1,9,2297
4,9,0,5,6,2297
4,9,0,9,3,2297
5,0,8,3,9,2297
5,0,8,7,6,2297
5,4,6,2,8,2297
5,4,6,6,5,2297
5,8,4,1,7,2297
5,8,4,5,4,2297
5,8,4,9,1,2297
6,1,3,4,10,2297
