"ibe","2M","4M","6M","MM"
3,6,1,6,8,3002774
3,7,0,5,9,3002774
3,9,6,8,0,3002775
3,6,9,1,6,3002775
3,7,8,0,7,3002775
3,1,7,9,4,3002776
3,2,6,8,5,3002776
3,3,5,7,6,3002776
3,4,4,6,7,3002776
3,5,3,5,8,3002776
3,6,2,4,9,3002776
3,7,1,3,10,3002776
3,8,8,7,0,3002777
3,9,7,6,1,3002777
3,0,9,8,4,3002778
3,9,0,9,4,3002778
3,1,8,7,5,3002778
3,2,7,6,6,3002778
3,3,6,5,7,3002778
3,4,5,4,8,3002778
3,5,4,3,9,3002778
3,6,3,2,10,3002778
3,8,9,5,1,3002779
3,9,8,4,2,3002779
3,2,0,9,9,3002779
3,7,3,9,3,3002780
3,8,2,8,4,3002780
3,9,1,7,5,3002780
3,1,9,5,6,3002780
3,2,8,4,7,3002780
3,3,7,3,8,3002780
3,4,6,2,9,3002780
3,5,5,1,10,3002780
3,9,9,2,3,3002781
3,0,3,9,8,3002781
3,1,2,8,9,3002781
3,2,1,7,10,3002781
3,5,6,9,2,3002782
3,6,5,8,3,3002782
3,7,4,7,4,3002782
3,8,3,6,5,3002782
3,9,2,5,6,3002782
3,2,9,2,8,3002782
3,3,8,1,9,3002782
3,4,7,0,10,3002782
3,0,4,7,9,3002783
3,1,3,6,10,3002783
3,3,9,9,1,3002784
3,4,8,8,2,3002784
3,5,7,7,3,3002784
3,6,6,6,4,3002784
3,7,5,5,5,3002784
3,8,4,4,6,3002784
3,9,3,3,7,3002784
3,0,5,5,10,3002785
3,4,9,6,3,3002786
3,5,8,5,4,3002786
3,6,7,4,5,3002786
3,7,6,3,6,3002786
3,8,5,2,7,3002786
3,9,4,1,8,3002786
3,4,2,9,6,3002787
3,5,1,8,7,3002787
3,6,0,7,8,3002787
3,9,5,9,0,3002788
3,5,9,3,5,3002788
3,6,8,2,6,3002788
3,7,7,1,7,3002788
3,8,6,0,8,3002788
3,2,5,9,5,3002789
3,3,4,8,6,3002789
3,4,3,7,7,3002789
3,5,2,6,8,3002789
3,6,1,5,9,3002789
3,7,0,4,10,3002789
3,8,7,8,0,3002790
3,9,6,7,1,3002790
3,6,9,0,7,3002790
3,0,8,9,4,3002791
3,1,7,8,5,3002791
3,2,6,7,6,3002791
3,3,5,6,7,3002791
3,4,4,5,8,3002791
3,5,3,4,9,3002791
3,6,2,3,10,3002791
3,7,9,7,0,3002792
3,8,8,6,1,3002792
3,9,7,5,2,3002792
3,8,1,9,4,3002793
3,0,9,7,5,3002793
3,9,0,8,5,3002793
3,1,8,6,6,3002793
3,2,7,5,7,3002793
3,3,6,4,8,3002793
3,4,5,3,9,3002793
3,5,4,2,10,3002793
3,8,9,4,2,3002794
3,9,8,3,3,3002794
3,1,1,9,9,3002794
3,2,0,8,10,3002794
3,6,4,9,3,3002795
3,7,3,8,4,3002795
3,8,2,7,5,3002795
3,9,1,6,6,3002795
3,1,9,4,7,3002795
3,2,8,3,8,3002795
3,3,7,2,9,3002795
3,4,6,1,10,3002795
3,9,9,1,4,3002796
3,0,3,8,9,3002796
3,1,2,7,10,3002796
3,4,7,9,2,3002797
3,5,6,8,3,3002797
3,6,5,7,4,3002797
3,7,4,6,5,3002797
3,8,3,5,6,3002797
3,9,2,4,7,3002797
3,2,9,1,9,3002797
3,3,8,0,10,3002797
3,0,4,6,10,3002798
3,3,9,8,2,3002799
3,4,8,7,3,3002799
3,5,7,6,4,3002799
3,6,6,5,5,3002799
3,7,5,4,6,3002799
3,8,4,3,7,3002799
3,9,3,2,8,3002799
3,5,0,9,7,3002800
3,4,9,5,4,3002801
3,5,8,4,5,3002801
3,6,7,3,6,3002801
3,7,6,2,7,3002801
3,8,5,1,8,3002801
3,9,4,0,9,3002801
3,3,3,9,6,3002802
3,4,2,8,7,3002802
3,5,1,7,8,3002802
3,6,0,6,9,3002802
3,8,6,9,0,3002803
3,9,5,8,1,3002803
3,5,9,2,6,3002803
3,6,8,1,7,3002803
3,7,7,0,8,3002803
3,1,6,9,5,3002804
3,2,5,8,6,3002804
3,3,4,7,7,3002804
3,4,3,6,8,3002804
3,5,2,5,9,3002804
3,6,1,4,10,3002804
3,7,8,8,0,3002805
3,8,7,7,1,3002805
3,9,6,6,2,3002805
3,0,8,8,5,3002806
3,1,7,7,6,3002806
3,2,6,6,7,3002806
3,3,5,5,8,3002806
3,4,4,4,9,3002806
3,5,3,3,10,3002806
3,7,9,6,1,3002807
3,8,8,5,2,3002807
3,9,7,4,3,3002807
3,7,2,9,4,3002808
3,8,1,8,5,3002808
3,0,9,6,6,3002808
3,9,0,7,6,3002808
3,1,8,5,7,3002808
3,2,7,4,8,3002808
3,3,6,3,9,3002808
3,4,5,2,10,3002808
3,8,9,3,3,3002809
3,9,8,2,4,3002809
3,0,2,9,9,3002809
3,1,1,8,10,3002809
3,5,5,9,3,3002810
3,6,4,8,4,3002810
3,7,3,7,5,3002810
3,8,2,6,6,3002810
3,9,1,5,7,3002810
3,1,9,3,8,3002810
3,2,8,2,9,3002810
3,3,7,1,10,3002810
3,9,9,0,5,3002811
3,0,3,7,10,3002811
3,3,8,9,2,3002812
3,4,7,8,3,3002812
3,5,6,7,4,3002812
3,6,5,6,5,3002812
3,7,4,5,6,3002812
3,8,3,4,7,3002812
3,9,2,3,8,3002812
3,2,9,0,10,3002812
3,3,9,7,3,3002814
3,4,8,6,4,3002814
3,5,7,5,5,3002814
3,6,6,4,6,3002814
3,7,5,3,7,3002814
3,8,4,2,8,3002814
3,9,3,1,9,3002814
3,4,1,9,7,3002815
3,5,0,8,8,3002815
3,9,4,9,1,3002816
3,4,9,4,5,3002816
3,5,8,3,6,3002816
3,6,7,2,7,3002816
3,7,6,1,8,3002816
3,8,5,0,9,3002816
3,2,4,9,6,3002817
3,3,3,8,7,3002817
3,4,2,7,8,3002817
3,5,1,6,9,3002817
3,6,0,5,10,3002817
3,7,7,9,0,3002818
3,8,6,8,1,3002818
3,9,5,7,2,3002818
3,5,9,1,7,3002818
3,6,8,0,8,3002818
3,0,7,9,5,3002819
3,1,6,8,6,3002819
3,2,5,7,7,3002819
3,3,4,6,8,3002819
3,4,3,5,9,3002819
3,5,2,4,10,3002819
3,6,9,8,0,3002820
3,7,8,7,1,3002820
3,8,7,6,2,3002820
3,9,6,5,3,3002820
3,8,0,9,5,3002821
3,0,8,7,6,3002821
3,1,7,6,7,3002821
3,2,6,5,8,3002821
3,3,5,4,9,3002821
3,4,4,3,10,3002821
3,7,9,5,2,3002822
3,8,8,4,3,3002822
3,9,7,3,4,3002822
3,1,0,9,10,3002822
3,6,3,9,4,3002823
3,7,2,8,5,3002823
3,8,1,7,6,3002823
3,0,9,5,7,3002823
3,9,0,6,7,3002823
3,1,8,4,8,3002823
3,2,7,3,9,3002823
3,3,6,2,10,3002823
3,8,9,2,4,3002824
3,9,8,1,5,3002824
3,0,2,8,10,3002824
3,4,6,9,3,3002825
3,5,5,8,4,3002825
3,6,4,7,5,3002825
3,7,3,6,6,3002825
3,8,2,5,7,3002825
3,9,1,4,8,3002825
3,1,9,2,9,3002825
3,2,8,1,10,3002825
3,2,9,9,2,3002827
3,3,8,8,3,3002827
3,4,7,7,4,3002827
3,5,6,6,5,3002827
3,6,5,5,6,3002827
3,7,4,4,7,3002827
3,8,3,3,8,3002827
3,9,2,2,9,3002827
3,3,9,6,4,3002829
3,4,8,5,5,3002829
3,5,7,4,6,3002829
3,6,6,3,7,3002829
3,7,5,2,8,3002829
3,8,4,1,9,3002829
3,9,3,0,10,3002829
3,3,2,9,7,3002830
3,4,1,8,8,3002830
3,5,0,7,9,3002830
3,8,5,9,1,3002831
3,9,4,8,2,3002831
3,4,9,3,6,3002831
3,5,8,2,7,3002831
3,6,7,1,8,3002831
3,7,6,0,9,3002831
3,1,5,9,6,3002832
3,2,4,8,7,3002832
3,3,3,7,8,3002832
3,4,2,6,9,3002832
3,5,1,5,10,3002832
3,6,8,9,0,3002833
3,7,7,8,1,3002833
3,8,6,7,2,3002833
3,9,5,6,3,3002833
3,5,9,0,8,3002833
3,0,7,8,6,3002834
3,1,6,7,7,3002834
3,2,5,6,8,3002834
3,3,4,5,9,3002834
3,4,3,4,10,3002834
3,6,9,7,1,3002835
3,7,8,6,2,3002835
3,8,7,5,3,3002835
3,9,6,4,4,3002835
3,7,1,9,5,3002836
3,8,0,8,6,3002836
3,0,8,6,7,3002836
3,1,7,5,8,3002836
3,2,6,4,9,3002836
3,3,5,3,10,3002836
3,7,9,4,3,3002837
3,8,8,3,4,3002837
3,9,7,2,5,3002837
3,0,1,9,10,3002837
3,5,4,9,4,3002838
3,6,3,8,5,3002838
3,7,2,7,6,3002838
3,8,1,6,7,3002838
3,0,9,4,8,3002838
3,9,0,5,8,3002838
3,1,8,3,9,3002838
3,2,7,2,10,3002838
3,8,9,1,5,3002839
3,9,8,0,6,3002839
3,3,7,9,3,3002840
3,4,6,8,4,3002840
3,5,5,7,5,3002840
3,6,4,6,6,3002840
3,7,3,5,7,3002840
3,8,2,4,8,3002840
3,9,1,3,9,3002840
3,1,9,1,10,3002840
3,2,9,8,3,3002842
3,3,8,7,4,3002842
3,4,7,6,5,3002842
3,5,6,5,6,3002842
3,6,5,4,7,3002842
3,7,4,3,8,3002842
3,8,3,2,9,3002842
3,9,2,1,10,3002842
3,4,0,9,8,3002843
3,9,3,9,2,3002844
3,3,9,5,5,3002844
3,4,8,4,6,3002844
3,5,7,3,7,3002844
3,6,6,2,8,3002844
3,7,5,1,9,3002844
3,8,4,0,10,3002844
3,2,3,9,7,3002845
3,3,2,8,8,3002845
3,4,1,7,9,3002845
3,5,0,6,10,3002845
3,7,6,9,1,3002846
3,8,5,8,2,3002846
3,9,4,7,3,3002846
3,4,9,2,7,3002846
3,5,8,1,8,3002846
3,6,7,0,9,3002846
3,0,6,9,6,3002847
3,1,5,8,7,3002847
3,2,4,7,8,3002847
3,3,3,6,9,3002847
3,4,2,5,10,3002847
3,5,9,9,0,3002848
3,6,8,8,1,3002848
3,7,7,7,2,3002848
3,8,6,6,3,3002848
3,9,5,5,4,3002848
3,0,7,7,7,3002849
3,1,6,6,8,3002849
3,2,5,5,9,3002849
3,3,4,4,10,3002849
3,6,9,6,2,3002850
3,7,8,5,3,3002850
3,8,7,4,4,3002850
3,9,6,3,5,3002850
3,0,0,10,10,3002850
3,6,2,9,5,3002851
3,7,1,8,6,3002851
3,8,0,7,7,3002851
3,0,8,5,8,3002851
3,1,7,4,9,3002851
3,2,6,3,10,3002851
3,7,9,3,4,3002852
3,8,8,2,5,3002852
3,9,7,1,6,3002852
3,4,5,9,4,3002853
3,5,4,8,5,3002853
3,6,3,7,6,3002853
3,7,2,6,7,3002853
3,8,1,5,8,3002853
3,0,9,3,9,3002853
3,9,0,4,9,3002853
3,1,8,2,10,3002853
3,8,9,0,6,3002854
3,2,8,9,3,3002855
3,3,7,8,4,3002855
3,4,6,7,5,3002855
3,5,5,6,6,3002855
3,6,4,5,7,3002855
3,7,3,4,8,3002855
3,8,2,3,9,3002855
3,9,1,2,10,3002855
3,2,9,7,4,3002857
3,3,8,6,5,3002857
3,4,7,5,6,3002857
3,5,6,4,7,3002857
3,6,5,3,8,3002857
3,7,4,2,9,3002857
3,8,3,1,10,3002857
3,3,1,9,8,3002858
3,4,0,8,9,3002858
3,8,4,9,2,3002859
3,9,3,8,3,3002859
3,3,9,4,6,3002859
3,4,8,3,7,3002859
3,5,7,2,8,3002859
3,6,6,1,9,3002859
3,7,5,0,10,3002859
3,1,4,9,7,3002860
3,2,3,8,8,3002860
3,3,2,7,9,3002860
3,4,1,6,10,3002860
3,6,7,9,1,3002861
3,7,6,8,2,3002861
3,8,5,7,3,3002861
3,9,4,6,4,3002861
3,4,9,1,8,3002861
3,5,8,0,9,3002861
3,0,6,8,7,3002862
3,1,5,7,8,3002862
3,2,4,6,9,3002862
3,3,3,5,10,3002862
3,5,9,8,1,3002863
3,6,8,7,2,3002863
3,7,7,6,3,3002863
3,8,6,5,4,3002863
3,9,5,4,5,3002863
3,7,0,9,6,3002864
3,0,7,6,8,3002864
3,1,6,5,9,3002864
3,2,5,4,10,3002864
3,6,9,5,3,3002865
3,7,8,4,4,3002865
3,8,7,3,5,3002865
3,9,6,2,6,3002865
3,5,3,9,5,3002866
3,6,2,8,6,3002866
3,7,1,7,7,3002866
3,8,0,6,8,3002866
3,0,8,4,9,3002866
3,1,7,3,10,3002866
3,7,9,2,5,3002867
3,8,8,1,6,3002867
3,9,7,0,7,3002867
3,3,6,9,4,3002868
3,4,5,8,5,3002868
3,5,4,7,6,3002868
3,6,3,6,7,3002868
3,7,2,5,8,3002868
3,8,1,4,9,3002868
3,0,9,2,10,3002868
3,9,0,3,10,3002868
3,1,9,9,3,3002870
3,2,8,8,4,3002870
3,3,7,7,5,3002870
3,4,6,6,6,3002870
3,5,5,5,7,3002870
3,6,4,4,8,3002870
3,7,3,3,9,3002870
3,8,2,2,10,3002870
3,9,9,6,0,3002871
3,9,2,9,3,3002872
3,2,9,6,5,3002872
3,3,8,5,6,3002872
3,4,7,4,7,3002872
3,5,6,3,8,3002872
3,6,5,2,9,3002872
3,7,4,1,10,3002872
3,2,2,9,8,3002873
3,3,1,8,9,3002873
3,4,0,7,10,3002873
3,7,5,9,2,3002874
3,8,4,8,3,3002874
3,9,3,7,4,3002874
3,3,9,3,7,3002874
3,4,8,2,8,3002874
3,5,7,1,9,3002874
3,6,6,0,10,3002874
3,0,5,9,7,3002875
3,1,4,8,8,3002875
3,2,3,7,9,3002875
3,3,2,6,10,3002875
3,5,8,9,1,3002876
3,6,7,8,2,3002876
3,7,6,7,3,3002876
3,8,5,6,4,3002876
3,9,4,5,5,3002876
3,4,9,0,9,3002876
3,0,6,7,8,3002877
3,1,5,6,9,3002877
3,2,4,5,10,3002877
3,5,9,7,2,3002878
3,6,8,6,3,3002878
3,7,7,5,4,3002878
3,8,6,4,5,3002878
3,9,5,3,6,3002878
3,6,1,9,6,3002879
3,7,0,8,7,3002879
3,0,7,5,9,3002879
3,1,6,4,10,3002879
3,6,9,4,4,3002880
3,7,8,3,5,3002880
3,8,7,2,6,3002880
3,9,6,1,7,3002880
3,4,4,9,5,3002881
3,5,3,8,6,3002881
3,6,2,7,7,3002881
3,7,1,6,8,3002881
3,8,0,5,9,3002881
3,0,8,3,10,3002881
3,7,9,1,6,3002882
3,8,8,0,7,3002882
3,2,7,9,4,3002883
3,3,6,8,5,3002883
3,4,5,7,6,3002883
3,5,4,6,7,3002883
3,6,3,5,8,3002883
3,7,2,4,9,3002883
3,8,1,3,10,3002883
3,9,8,7,0,3002884
3,1,9,8,4,3002885
3,2,8,7,5,3002885
3,3,7,6,6,3002885
3,4,6,5,7,3002885
3,5,5,4,8,3002885
3,6,4,3,9,3002885
3,7,3,2,10,3002885
3,9,9,5,1,3002886
3,3,0,9,9,3002886
3,8,3,9,3,3002887
3,9,2,8,4,3002887
3,2,9,5,6,3002887
3,3,8,4,7,3002887
3,4,7,3,8,3002887
3,5,6,2,9,3002887
3,6,5,1,10,3002887
3,1,3,9,8,3002888
3,2,2,8,9,3002888
3,3,1,7,10,3002888
3,6,6,9,2,3002889
3,7,5,8,3,3002889
3,8,4,7,4,3002889
3,9,3,6,5,3002889
3,3,9,2,8,3002889
3,4,8,1,9,3002889
3,5,7,0,10,3002889
3,0,5,8,8,3002890
3,1,4,7,9,3002890
3,2,3,6,10,3002890
3,4,9,9,1,3002891
3,5,8,8,2,3002891
3,6,7,7,3,3002891
3,7,6,6,4,3002891
3,8,5,5,5,3002891
3,9,4,4,6,3002891
3,0,6,6,9,3002892
3,1,5,5,10,3002892
3,5,9,6,3,3002893
3,6,8,5,4,3002893
3,7,7,4,5,3002893
3,8,6,3,6,3002893
3,9,5,2,7,3002893
3,5,2,9,6,3002894
3,6,1,8,7,3002894
3,7,0,7,8,3002894
3,0,7,4,10,3002894
3,6,9,3,5,3002895
3,7,8,2,6,3002895
3,8,7,1,7,3002895
3,9,6,0,8,3002895
3,3,5,9,5,3002896
3,4,4,8,6,3002896
3,5,3,7,7,3002896
3,6,2,6,8,3002896
3,7,1,5,9,3002896
3,8,0,4,10,3002896
3,9,7,8,0,3002897
3,7,9,0,7,3002897
3,1,8,9,4,3002898
3,2,7,8,5,3002898
3,3,6,7,6,3002898
3,4,5,6,7,3002898
3,5,4,5,8,3002898
3,6,3,4,9,3002898
3,7,2,3,10,3002898
3,8,9,7,0,3002899
3,9,8,6,1,3002899
3,9,1,9,4,3002900
3,1,9,7,5,3002900
3,2,8,6,6,3002900
3,3,7,5,7,3002900
3,4,6,4,8,3002900
3,5,5,3,9,3002900
3,6,4,2,10,3002900
3,9,9,4,2,3002901
3,2,1,9,9,3002901
3,3,0,8,10,3002901
3,7,4,9,3,3002902
3,8,3,8,4,3002902
3,9,2,7,5,3002902
3,2,9,4,7,3002902
3,3,8,3,8,3002902
3,4,7,2,9,3002902
3,5,6,1,10,3002902
3,0,4,9,8,3002903
3,1,3,8,9,3002903
3,2,2,7,10,3002903
3,5,7,9,2,3002904
3,6,6,8,3,3002904
3,7,5,7,4,3002904
3,8,4,6,5,3002904
3,9,3,5,6,3002904
3,3,9,1,9,3002904
3,4,8,0,10,3002904
3,0,5,7,9,3002905
3,1,4,6,10,3002905
3,4,9,8,2,3002906
3,5,8,7,3,3002906
3,6,7,6,4,3002906
3,7,6,5,5,3002906
3,8,5,4,6,3002906
3,9,4,3,7,3002906
3,6,0,9,7,3002907
3,0,6,5,10,3002907
3,5,9,5,4,3002908
3,6,8,4,5,3002908
3,7,7,3,6,3002908
3,8,6,2,7,3002908
3,9,5,1,8,3002908
3,4,3,9,6,3002909
3,5,2,8,7,3002909
3,6,1,7,8,3002909
3,7,0,6,9,3002909
3,9,6,9,0,3002910
3,6,9,2,6,3002910
3,7,8,1,7,3002910
3,8,7,0,8,3002910
3,2,6,9,5,3002911
3,3,5,8,6,3002911
3,4,4,7,7,3002911
3,5,3,6,8,3002911
3,6,2,5,9,3002911
3,7,1,4,10,3002911
3,8,8,8,0,3002912
3,9,7,7,1,3002912
3,0,9,9,4,3002913
3,1,8,8,5,3002913
3,2,7,7,6,3002913
3,3,6,6,7,3002913
3,4,5,5,8,3002913
3,5,4,4,9,3002913
3,6,3,3,10,3002913
3,8,9,6,1,3002914
3,9,8,5,2,3002914
3,8,2,9,4,3002915
3,9,1,8,5,3002915
3,1,9,6,6,3002915
3,2,8,5,7,3002915
3,3,7,4,8,3002915
3,4,6,3,9,3002915
3,5,5,2,10,3002915
3,9,9,3,3,3002916
3,1,2,9,9,3002916
3,2,1,8,10,3002916
3,6,5,9,3,3002917
3,7,4,8,4,3002917
3,8,3,7,5,3002917
3,9,2,6,6,3002917
3,2,9,3,8,3002917
3,3,8,2,9,3002917
3,4,7,1,10,3002917
3,0,4,8,9,3002918
3,1,3,7,10,3002918
3,4,8,9,2,3002919
3,5,7,8,3,3002919
3,6,6,7,4,3002919
3,7,5,6,5,3002919
3,8,4,5,6,3002919
3,9,3,4,7,3002919
3,3,9,0,10,3002919
3,0,5,6,10,3002920
3,4,9,7,3,3002921
3,5,8,6,4,3002921
3,6,7,5,5,3002921
3,7,6,4,6,3002921
3,8,5,3,7,3002921
3,9,4,2,8,3002921
3,5,1,9,7,3002922
3,6,0,8,8,3002922
3,5,9,4,5,3002923
3,6,8,3,6,3002923
3,7,7,2,7,3002923
3,8,6,1,8,3002923
3,9,5,0,9,3002923
3,3,4,9,6,3002924
3,4,3,8,7,3002924
3,5,2,7,8,3002924
3,6,1,6,9,3002924
3,7,0,5,10,3002924
3,8,7,9,0,3002925
3,9,6,8,1,3002925
3,6,9,1,7,3002925
3,7,8,0,8,3002925
3,1,7,9,5,3002926
3,2,6,8,6,3002926
3,3,5,7,7,3002926
3,4,4,6,8,3002926
3,5,3,5,9,3002926
3,6,2,4,10,3002926
3,7,9,8,0,3002927
3,8,8,7,1,3002927
3,9,7,6,2,3002927
3,0,9,8,5,3002928
3,9,0,9,5,3002928
3,1,8,7,6,3002928
3,2,7,6,7,3002928
3,3,6,5,8,3002928
3,4,5,4,9,3002928
3,5,4,3,10,3002928
3,8,9,5,2,3002929
3,9,8,4,3,3002929
3,2,0,9,10,3002929
3,7,3,9,4,3002930
3,8,2,8,5,3002930
3,9,1,7,6,3002930
3,1,9,5,7,3002930
3,2,8,4,8,3002930
3,3,7,3,9,3002930
3,4,6,2,10,3002930
3,9,9,2,4,3002931
3,0,3,9,9,3002931
3,1,2,8,10,3002931
3,5,6,9,3,3002932
3,6,5,8,4,3002932
3,7,4,7,5,3002932
3,8,3,6,6,3002932
3,9,2,5,7,3002932
3,2,9,2,9,3002932
3,3,8,1,10,3002932
3,0,4,7,10,3002933
3,3,9,9,2,3002934
3,4,8,8,3,3002934
3,5,7,7,4,3002934
3,6,6,6,5,3002934
3,7,5,5,6,3002934
3,8,4,4,7,3002934
3,9,3,3,8,3002934
3,4,9,6,4,3002936
3,5,8,5,5,3002936
3,6,7,4,6,3002936
3,7,6,3,7,3002936
3,8,5,2,8,3002936
3,9,4,1,9,3002936
3,4,2,9,7,3002937
3,5,1,8,8,3002937
3,6,0,7,9,3002937
3,9,5,9,1,3002938
3,5,9,3,6,3002938
3,6,8,2,7,3002938
3,7,7,1,8,3002938
3,8,6,0,9,3002938
3,2,5,9,6,3002939
3,3,4,8,7,3002939
3,4,3,7,8,3002939
3,5,2,6,9,3002939
3,6,1,5,10,3002939
3,7,8,9,0,3002940
3,8,7,8,1,3002940
3,9,6,7,2,3002940
3,6,9,0,8,3002940
3,0,8,9,5,3002941
3,1,7,8,6,3002941
3,2,6,7,7,3002941
3,3,5,6,8,3002941
3,4,4,5,9,3002941
3,5,3,4,10,3002941
3,7,9,7,1,3002942
3,8,8,6,2,3002942
3,9,7,5,3,3002942
3,8,1,9,5,3002943
3,0,9,7,6,3002943
3,9,0,8,6,3002943
3,1,8,6,7,3002943
3,2,7,5,8,3002943
3,3,6,4,9,3002943
3,4,5,3,10,3002943
3,8,9,4,3,3002944
3,9,8,3,4,3002944
3,1,1,9,10,3002944
3,6,4,9,4,3002945
3,7,3,8,5,3002945
3,8,2,7,6,3002945
3,9,1,6,7,3002945
3,1,9,4,8,3002945
3,2,8,3,9,3002945
3,3,7,2,10,3002945
3,9,9,1,5,3002946
3,0,3,8,10,3002946
3,4,7,9,3,3002947
3,5,6,8,4,3002947
3,6,5,7,5,3002947
3,7,4,6,6,3002947
3,8,3,5,7,3002947
3,9,2,4,8,3002947
3,2,9,1,10,3002947
3,3,9,8,3,3002949
3,4,8,7,4,3002949
3,5,7,6,5,3002949
3,6,6,5,6,3002949
3,7,5,4,7,3002949
3,8,4,3,8,3002949
3,9,3,2,9,3002949
3,5,0,9,8,3002950
3,4,9,5,5,3002951
3,5,8,4,6,3002951
3,6,7,3,7,3002951
3,7,6,2,8,3002951
3,8,5,1,9,3002951
3,9,4,0,10,3002951
3,3,3,9,7,3002952
3,4,2,8,8,3002952
3,5,1,7,9,3002952
3,6,0,6,10,3002952
3,8,6,9,1,3002953
3,9,5,8,2,3002953
3,5,9,2,7,3002953
3,6,8,1,8,3002953
3,7,7,0,9,3002953
3,1,6,9,6,3002954
3,2,5,8,7,3002954
3,3,4,7,8,3002954
3,4,3,6,9,3002954
3,5,2,5,10,3002954
3,6,9,9,0,3002955
3,7,8,8,1,3002955
3,8,7,7,2,3002955
3,9,6,6,3,3002955
3,0,8,8,6,3002956
3,1,7,7,7,3002956
3,2,6,6,8,3002956
3,3,5,5,9,3002956
3,4,4,4,10,3002956
3,7,9,6,2,3002957
3,8,8,5,3,3002957
3,9,7,4,4,3002957
3,1,0,10,10,3002957
3,7,2,9,5,3002958
3,8,1,8,6,3002958
3,0,9,6,7,3002958
3,9,0,7,7,3002958
3,1,8,5,8,3002958
3,2,7,4,9,3002958
3,3,6,3,10,3002958
3,8,9,3,4,3002959
3,9,8,2,5,3002959
3,0,2,9,10,3002959
3,5,5,9,4,3002960
3,6,4,8,5,3002960
3,7,3,7,6,3002960
3,8,2,6,7,3002960
3,9,1,5,8,3002960
3,1,9,3,9,3002960
3,2,8,2,10,3002960
3,9,9,0,6,3002961
3,3,8,9,3,3002962
3,4,7,8,4,3002962
3,5,6,7,5,3002962
3,6,5,6,6,3002962
3,7,4,5,7,3002962
3,8,3,4,8,3002962
3,9,2,3,9,3002962
3,3,9,7,4,3002964
3,4,8,6,5,3002964
3,5,7,5,6,3002964
3,6,6,4,7,3002964
3,7,5,3,8,3002964
3,8,4,2,9,3002964
3,9,3,1,10,3002964
3,4,1,9,8,3002965
3,5,0,8,9,3002965
3,9,4,9,2,3002966
3,4,9,4,6,3002966
3,5,8,3,7,3002966
3,6,7,2,8,3002966
3,7,6,1,9,3002966
3,8,5,0,10,3002966
3,2,4,9,7,3002967
3,3,3,8,8,3002967
3,4,2,7,9,3002967
3,5,1,6,10,3002967
3,7,7,9,1,3002968
3,8,6,8,2,3002968
3,9,5,7,3,3002968
3,5,9,1,8,3002968
3,6,8,0,9,3002968
3,0,7,9,6,3002969
3,1,6,8,7,3002969
3,2,5,7,8,3002969
3,3,4,6,9,3002969
3,4,3,5,10,3002969
3,6,9,8,1,3002970
3,7,8,7,2,3002970
3,8,7,6,3,3002970
3,9,6,5,4,3002970
3,8,0,9,6,3002971
3,0,8,7,7,3002971
3,1,7,6,8,3002971
3,2,6,5,9,3002971
3,3,5,4,10,3002971
3,7,9,5,3,3002972
3,8,8,4,4,3002972
3,9,7,3,5,3002972
3,0,1,10,10,3002972
3,6,3,9,5,3002973
3,7,2,8,6,3002973
3,8,1,7,7,3002973
3,0,9,5,8,3002973
3,9,0,6,8,3002973
3,1,8,4,9,3002973
3,2,7,3,10,3002973
3,8,9,2,5,3002974
3,9,8,1,6,3002974
3,4,6,9,4,3002975
3,5,5,8,5,3002975
3,6,4,7,6,3002975
3,7,3,6,7,3002975
3,8,2,5,8,3002975
3,9,1,4,9,3002975
3,1,9,2,10,3002975
3,2,9,9,3,3002977
3,3,8,8,4,3002977
3,4,7,7,5,3002977
3,5,6,6,6,3002977
3,6,5,5,7,3002977
3,7,4,4,8,3002977
3,8,3,3,9,3002977
3,9,2,2,10,3002977
3,3,9,6,5,3002979
3,4,8,5,6,3002979
3,5,7,4,7,3002979
3,6,6,3,8,3002979
3,7,5,2,9,3002979
3,8,4,1,10,3002979
3,3,2,9,8,3002980
3,4,1,8,9,3002980
3,5,0,7,10,3002980
3,8,5,9,2,3002981
3,9,4,8,3,3002981
3,4,9,3,7,3002981
3,5,8,2,8,3002981
3,6,7,1,9,3002981
3,7,6,0,10,3002981
3,1,5,9,7,3002982
3,2,4,8,8,3002982
3,3,3,7,9,3002982
3,4,2,6,10,3002982
3,6,8,9,1,3002983
3,7,7,8,2,3002983
3,8,6,7,3,3002983
3,9,5,6,4,3002983
3,5,9,0,9,3002983
3,0,7,8,7,3002984
3,1,6,7,8,3002984
3,2,5,6,9,3002984
3,3,4,5,10,3002984
3,6,9,7,2,3002985
3,7,8,6,3,3002985
3,8,7,5,4,3002985
3,9,6,4,5,3002985
3,7,1,9,6,3002986
3,8,0,8,7,3002986
3,0,8,6,8,3002986
3,1,7,5,9,3002986
3,2,6,4,10,3002986
3,7,9,4,4,3002987
3,8,8,3,5,3002987
3,9,7,2,6,3002987
3,5,4,9,5,3002988
3,6,3,8,6,3002988
3,7,2,7,7,3002988
3,8,1,6,8,3002988
3,0,9,4,9,3002988
3,9,0,5,9,3002988
3,1,8,3,10,3002988
3,8,9,1,6,3002989
3,9,8,0,7,3002989
3,3,7,9,4,3002990
3,4,6,8,5,3002990
3,5,5,7,6,3002990
3,6,4,6,7,3002990
3,7,3,5,8,3002990
3,8,2,4,9,3002990
3,9,1,3,10,3002990
